# Language-neutral glossary term selection: which English strings are
# game terminology. One term per line: msgctxt<TAB>English term.
# Curated by hand; add new terms here, then regenerate every
# per-language glossary with: python tools/build_glossary.py
items	Steel Boots
items	Steel Broadsword
items	Steel Chain Mail
items	Steel Chainmail
items	Steel club
items	Steel Gauntlets
items	Steel Helm
items	Steel Plate Armor
items	Steel Plated Boots
items	Steel Shield
items	Steel Spear
items	Stellar Bow
items	Sterling Boots
items	Sterling Shield
items	Stone Axe
items	Stone Skin
items	Stone to Flesh
items	Stone To Flesh Recipe
items	Stoneskin
items	Storage Key
items	Store Room Key
items	Stout Spear
items	Strong Belt
items	Studded Leather
items	Sturdy Belt
items	Sublime Spear
items	Sulfur
items	Summon Elemental
items	Summon Wisp
items	Sun Amulet
items	Sun Cloak
items	Sun Hammer
items	Sun Opal Ring
items	Sunray
items	Sunstone
items	Super Resistance
items	Supreme Axe
items	Supreme Flail
items	Supreme Plate
items	Supreme Protection
items	Swift Potion
items	Swift Potion Recipe
items	Sword of Whistlebone
items	Taledon's Helm
items	Tanir's Bell
items	Telelocator
items	Telepathy
items	Teleporter Key
items	Templar's Sword
items	Temple Gong
items	Temple in a Bottle
items	Temple Mace
items	Terminus
items	The DeathBlade
items	The Letter
items	The Perfect Bow
items	The Third Eye
items	Thigh Bone
items	Thor
items	Thornbark
items	Thornbark Club
items	Thornbark Shield
items	Thunder Mace
items	Tiger Statuette
items	Titan's Belt
items	Titanic Trident
items	Tobersk Brandy
items	Tobersk Fruit
items	Tobersk Pulp
items	Tooth
items	Topaz
items	Torn Page
items	Tournament Bow
items	Tower Shield
items	Traveler's Cloak
items	Traveller's Hat
items	Treasure Room Key
items	Trident
items	Trident of Rulership
items	Triton Trident
items	Troll Gauntlets
items	Trollish Claymore
items	Trollish Maul
items	Trollish Shield
items	Trollish War Mace
items	Trollish War Sword
items	True Crossbow
items	Turquoise Amulet
items	Twilight
items	Twilight Kris
items	Two-Handed Axe
items	Two-Handed Sword
items	Ullyses
items	Ultimate Boots
items	Ultimate Gauntlets
items	Unicorn Horn
items	Urn of Ashes
items	Valeria
items	Valuable Ring
items	Vampire Cloak
items	Vampire's Cape
items	Vampire's Ring
items	Vampiric Weapon
items	Vanguard Belt
items	VARN Chest Key
items	Vase
items	Veteran Shield
items	Vial of Devil Ichor
items	Vial of Grave Earth
items	Vial of Ooze Endoplasm
items	Vial of Troll Blood
items	Villain's Blade
items	Volcano
items	Walking Boots
items	Wallace
items	Wand of Arrows
items	Wand of Cold
items	Wand of Fire
items	Wand of Flame
items	Wand of Harm
items	Wand of Poison
items	Wand of Sparks
items	Wand of Static
items	Wand of Stunning
items	War Axe
items	War Hammer
items	War Spear
items	War Trident
items	Warhammer
items	Warlock's Ring
items	Warlord Belt
items	Warlord's Key
items	Warrior Sword
items	Warrior's Poleaxe
items	Wasp Stingers
items	Wasp Wing
items	Water Breathing
items	Water Resistance
items	Water Resistance Recipe
items	Water Temple Key
items	Wealthy Hat
items	Weighted Halberd
items	West Pillar Key
items	Wetsuit
items	Wheel of Frelandeau
items	Whisp wrappings
items	Wicked Mace
items	Widoweeps Berries
items	Widowsweep Berries
items	Will O' Wisp Heart
items	William's Tower Key
items	Winged Sandals
items	Witch Ring
items	Witch's Amulet
items	Witch's Wand of Fire
items	Witch's Wand of Harming
items	Witch's Wand of Poison
items	Witch's Wand of Sparks
items	Witch's Wand of Stunning
items	Wizard Cap
items	Wizard Ring
items	Wizard Staff
items	Wizard Wand of Acid
items	Wizard Wand of Berzerking
items	Wizard Wand of Blades
items	Wizard Wand of Fireballs
items	Wizard Wand of Lightning
items	Wolf Statuette
items	Wolf's Eye
items	Wonder Mace
items	Wooden Buckler
items	Wooden Shield
items	Worn Belt
items	Wyrm Spitter
items	Wyvern Horn
items	Wyvern Leather Belt
items	Yellow Topaz
items	Yoruba
items	Zealot Mace
items	Zeus
items	Zircon
items	Zokarr IV's Skull
items	Zokarr's Axe
location	Abandoned Pirate Keep
location	Abandoned Temple
location	Agar's Laboratory
location	Alvar
location	Ancient Troll Home
location	Arena
location	Avlee
location	Balthazar Lair
location	Barbarian Fortress
location	Barrow I
location	Barrow II
location	Barrow III
location	Barrow IV
location	Barrow IX
location	Barrow V
location	Barrow VI
location	Barrow VII
location	Barrow VIII
location	Barrow X
location	Barrow XI
location	Barrow XII
location	Barrow XIII
location	Barrow XIV
location	Barrow XV
location	Basement of the Breach
location	Blackshire
location	Bootleg Bay
location	Castle Alamos
location	Castle Darkmoor
location	Castle Gloaming
location	Castle Gryphonheart
location	Castle Harmondale
location	Castle Ironfist
location	Castle Kriegspire
location	Castle Lambent
location	Castle Navan
location	Castle of Air
location	Castle of Fire
location	Caves of the Dragon Riders
location	Celeste
location	Chain of Fire
location	Chapel of Eep
location	Church of Eep
location	Clanker's Laboratory
location	Colony Zod
location	Control Center
location	Corlagon's Estate
location	Cyclops Larder
location	Dagger Wound Island
location	Dark Dwarf Compound
location	Devil Outpost
location	Deyja
location	Dire Wolf Den
location	Dragon Cave
location	Dragon Hunter's Camp
location	Dragon's Lair
location	Dragonsand
location	Dragoons' Caverns
location	Dragoons' Keep
location	Druid Circle
location	Eel Infested Waters
location	Emerald Island
location	Erathia
location	Escaton's Crystal
location	Escaton's Palace
location	Evenmorn Island
location	Fort Riverstride
location	Free Haven
location	Free Haven Sewer
location	Frozen Highlands
location	Garrote Gorge
location	Gharik's Forge
location	Goblinwatch
location	Grand Temple of Eep
location	Grand Temple of the Moon
location	Grand Temple of the Sun
location	Hall of the Fire Lord
location	Harmondale
location	Hermit's Isle
location	Icewind Keep
location	Ilsingore's Cave
location	Ironsand Desert
location	Kriegspire
location	Lair of the Wolf
location	Lord Markham's Manor
location	Mad Necromancer's Lab
location	Merchant House of Alvar
location	Mire of the Damned
location	Misty Islands
location	Mount Nighon
location	Murmurwoods
location	Naga Vault
location	Necromancers' Guild
location	New Sorpigal
location	New World Computing
location	Nighon Tunnels
location	NWC
location	Ogre Fortress
location	Old Loeb's Cave
location	Oracle of Enroth
location	Paradise Valley
location	Passage Under Regna
location	pending
location	Pirate Outpost
location	Pirate Stronghold
location	Plane Between Planes
location	Plane of Air
location	Plane of Earth
location	Plane of Fire
location	Plane of Water
location	Prison of the Lord of Air
location	Prison of the Lord of Earth
location	Prison of the Lord of Fire
location	Prison of the Lord of Water
location	Ravage Roaming
location	Ravenshore
location	Regna
location	Shadow Guild
location	Shadow Guild Hideout
location	Shadowspire
location	Shoals
location	Silver Cove
location	Silver Helm Outpost
location	Silver Helm Stronghold
location	Small Sub Pen
location	Smuggler's Cove
location	Snergle's Caverns
location	Snergle's Iron Mines
location	Stone City
location	Superior Temple of Baa
location	Supreme Temple of Baa
location	Sweet Water
location	Tatalia
location	Temple of Baa
location	Temple of the Dark
location	Temple of the Fist
location	Temple of the Light
location	Temple of the Moon
location	Temple of the Snake
location	Temple of the Sun
location	Temple of Tsantsa
location	The Arena
location	The Bandit Caves
location	The Barrow Downs
location	The Bracada Desert
location	The Breach
location	The Breeding Zone
location	The Crypt of Korbu
location	The Dragon Caves
location	The Dragon's Lair
location	The Erathian Sewers
location	The Hall of the Pit
location	The Hall under the Hill
location	The Haunted Mansion
location	The Hidden Tomb
location	The Hive
location	The Land of the Giants
location	The Lincoln
location	The Maze
location	The Mercenary Guild
location	The Monolith
location	The Pit
location	The Red Dwarf Mines
location	The School of Sorcery
location	The Small House
location	The Strange Temple
location	The Temple of Baa
location	The Temple of the Moon
location	The Tidewater Caverns
location	The Titans' Stronghold
location	The Tularean Caves
location	The Tularean Forest
location	The Walls of Mist
location	The Wine Cellar
location	Thunderfist Mountain
location	Tomb of Ethric the Mad
location	Tomb of Lord Brinne
location	Tomb of VARN
location	Troll Tomb
location	Tunnels to Eeofol
location	Tutorial
location	Uplifted Library
location	Vampire Crypt
location	War Camp
location	Warlord's Fortress
location	Wasp Nest
location	Watchtower 6
location	White Cliff Cave
location	William Setag's Tower
location	Wromthrax's Cave
location	Yaardrake's Cave
location	Zokarr's Tomb
monsters	Acidic Ooze
monsters	Acolyte of Baa
monsters	Acolyte of the Moon
monsters	Acolyte of the Sun
monsters	Adventurer
monsters	Agar's Abomination
monsters	Agar's Monster
monsters	Agar's Pet
monsters	Air Elemental
monsters	Air Hydra
monsters	Air Warlock
monsters	Ancient Behemoth
monsters	Ancient Wyvern
monsters	Angel
monsters	Angel Lord
monsters	Animalist
monsters	Apprentice Mage
monsters	Archangel
monsters	Archer
monsters	Archmage
monsters	Assassin
monsters	Assassin Droid
monsters	Bandit
monsters	Barrow Wight
monsters	Basilisk
monsters	Bat
monsters	Behemoth
monsters	Bestial Animalist
monsters	Bestial Lycanthrope
monsters	Bestial Shapeshifter
monsters	Blaster Guy C
monsters	Blood Sucker
monsters	Blood Titan
monsters	Bloodstone Ooze
monsters	Blue Dragon
monsters	Bone Dragon
monsters	Boulder
monsters	Bounty Hunter
monsters	Bowman
monsters	Brain Sucker
monsters	Brass Golem
monsters	Brass Gorgon
monsters	Brigand
monsters	Bronze Golem
monsters	Bronze Gorgon
monsters	Buccaneer
monsters	Burglar
monsters	Cactus
monsters	Cannibal
monsters	Captain
monsters	Cat A
monsters	Cat B
monsters	Cat C
monsters	Centaur
monsters	Centaur Warlord
monsters	Centaur Warrior
monsters	Champion of the Sword
monsters	Chaos Guardian
monsters	Chaos Hydra
monsters	Chaos Overlord
monsters	Chaos Protector
monsters	Charger
monsters	Chicken A
monsters	Chicken B
monsters	Chicken C
monsters	Clay Elemental
monsters	Cleric of Baa
monsters	Cleric of the Moon
monsters	Cleric of the Sun
monsters	Cobra
monsters	Colossal Hydra
monsters	Common Rat
monsters	Conscript
monsters	Corbie
monsters	Corrosive Ooze
monsters	Corsair
monsters	Couatl
monsters	Crusader
monsters	Crystal Guardian
monsters	Crystal Sentry
monsters	Crystal Walker
monsters	Cuisinart
monsters	Cutpurse
monsters	Cyclone
monsters	Cyclops
monsters	Cyclops Hunter
monsters	Cyclops Warrior
monsters	Dancing Light
monsters	Dark Dwarf Berserker
monsters	Dark Dwarf Grunt
monsters	Dark Dwarf Pounder
monsters	Dark Elf Peasant
monsters	Dark Elven Crusader
monsters	Dark Elven Defender
monsters	Dark Elven Warrior
monsters	Dark Path Journeyman
monsters	Death Knight
monsters	Defender of VARN
monsters	Demolisher
monsters	Demon Queen
monsters	Devil Captain
monsters	Devil King
monsters	Devil Master
monsters	Devil Spawn
monsters	Devil Warrior
monsters	Devil Worker
monsters	Diamond Gargoyle
monsters	Dire Wolf
monsters	Dire Wolf Yearling
monsters	Djinn
monsters	Djinni
monsters	Dog A
monsters	Dog B
monsters	Dog C
monsters	Doom Knight
monsters	Dragon
monsters	Dragon Flightleader
monsters	Dragon Hunter
monsters	Dragon Shark
monsters	Dragon Turtle
monsters	Dragonette
monsters	Dragonfly
monsters	Dragonslayer
monsters	Druid
monsters	Dust Devil
monsters	Dwarf
monsters	Dwarf Lord
monsters	Dwarf Warrior
monsters	Dwarven Commander
monsters	Dwarven Lieutenant
monsters	Dwarven Soldier
monsters	Earth Elemental
monsters	Earth Spirit
monsters	Efreet
monsters	Efreeti Knight
monsters	Efreeti Lord
monsters	Efreeti Soldier
monsters	Elder Basilisk
monsters	Elder Tortoise
monsters	Elder Vampire
monsters	Elite Archer
monsters	Elven Archer
monsters	Elven Defender
monsters	Elven Lancer
monsters	Elven Ranger
monsters	Elven Scout
monsters	Elven Warrior
monsters	Ember Gog
monsters	Emerald Dragon
monsters	Emerald Ooze
monsters	Empress Medusa
monsters	Energy Drake
monsters	Enforcer Unit
monsters	Ether Champion
monsters	Ether Knight
monsters	Ether Lord
monsters	Evil Eye
monsters	Evil Spirit
monsters	Expert Swordsman
monsters	Fanatic of Baa
monsters	Fear
monsters	Fighter
monsters	Fire Archer
monsters	Fire Beast
monsters	Fire Bird
monsters	Fire Dragonfly
monsters	Fire Elemental
monsters	Fire Gog
monsters	Fire Hydra
monsters	Fire Lizard
monsters	Fire Newt
monsters	Fire Rat
monsters	Fire Spirit
monsters	Fire Warlock
monsters	Fish
monsters	Flame Drake
monsters	Floating Eye
monsters	Flying Eye
monsters	Follower of Baa
monsters	Frost Drake
monsters	Gazer
monsters	Genie
monsters	Ghast
monsters	Ghost
monsters	Ghoul
monsters	Giant Bat
monsters	Giant Rat
monsters	Giant Shark
monsters	Giant Spider
monsters	Giant Wyrm
monsters	Goblin
monsters	Goblin King
monsters	Goblin Lord
monsters	Goblin Shaman
monsters	Gog
monsters	Gogling
monsters	Gold Dragon
monsters	Gold Golem
monsters	Gorgon
monsters	Grand Druid
monsters	Grand Phoenix
monsters	Great Druid
monsters	Great Wyrm
monsters	Greater Air Elemental
monsters	Greater Earth Elemental
monsters	Greater Fire Elemental
monsters	Greater Lich
monsters	Greater Light Elemental
monsters	Greater Roc
monsters	Greater Vampire
monsters	Greater Water Elemental
monsters	Greater Wererat
monsters	Greater Werewolf
monsters	Green Dragon
monsters	Griffin
monsters	Guard
monsters	Guardian of Flame
monsters	Guardian of VARN
monsters	Harpy
monsters	Harpy Hag
monsters	Harpy Queen
monsters	Harpy Witch
monsters	Hatchling
monsters	Head Hunter
monsters	Hobgoblin
monsters	Horned Wyvern
monsters	Huge Spider
monsters	Human Peasant
monsters	Hunting Griffin
monsters	Hydra
monsters	Inferno Bat
monsters	Initiate
monsters	Initiate Monk
monsters	Initiate of the Sword
monsters	Iron Gorgon
monsters	Journeyman Mage
monsters	Juggernaut
monsters	King Cobra
monsters	Large Rat
monsters	Lesser Air Elemental
monsters	Lesser Earth Elemental
monsters	Lesser Fire Elemental
monsters	Lesser Light Elemental
monsters	Lesser Water Elemental
monsters	Lich
monsters	Lich King
monsters	Lieutenant
monsters	Light Elemental
monsters	Lightning Lizard
monsters	Lightning Rat
monsters	Lizard Archer
monsters	Lizard Man
monsters	Lizard Wizard
monsters	Lizardman Captain
monsters	Lizardman Farmer
monsters	Lizardman Peasant
monsters	Lizardman Sergeant
monsters	Lizardman Soldier
monsters	Lizardman Villager
monsters	Lycanthrope
monsters	Maddening Eye
monsters	Mage
monsters	Magician
monsters	Magog
monsters	Magyar
monsters	Magyar Matron
monsters	Magyar Soldier
monsters	Manticore
monsters	Marble Gargoyle
monsters	Master
monsters	Master Archer
monsters	Master Monk
monsters	Master Necromancer
monsters	Master of the Sword
monsters	Master Swordsman
monsters	Master Thief
monsters	Medusa
monsters	Medusa Enchantress
monsters	Mega-Dragon
monsters	Mercenary
monsters	Mercenary Captain
monsters	Minicore
monsters	Minion Vampire
monsters	Minotaur
monsters	Minotaur Battleleader
monsters	Minotaur Guard
monsters	Minotaur Headsman
monsters	Minotaur King
monsters	Minotaur Lord
monsters	Minotaur Mage
monsters	Minotaur Peasant
monsters	Minotaur Warrior
monsters	Mist Hawk
monsters	Monk
monsters	Mountain Troll
monsters	Mystic of Baa
monsters	Naga
monsters	Naga Queen
monsters	Naga Warrior
monsters	Necromancer
monsters	Nightmare
monsters	Noble Titan
monsters	Novice Monk
monsters	Obsidian Gargoyle
monsters	Ogre
monsters	Ogre Brawler
monsters	Ogre Chieftain
monsters	Ogre Mage
monsters	Ogre Mage Apprentice
monsters	Ogre Magi
monsters	Ogre Peasant
monsters	Ogre Raider
monsters	Ogre Warleader
monsters	Ogre Warrior
monsters	Ooze
monsters	Pack Leader
monsters	Patrol Unit
monsters	Peasant
monsters	Phoenix
monsters	Piranha Shark
monsters	Pirate
monsters	Pirate Magi
monsters	Pirate Seer
monsters	Pirate Wizard
monsters	Plane Guardian
monsters	Plane Overlord
monsters	Plane Protector
monsters	Power Lich
monsters	Priest of Baa
monsters	Priest of the Moon
monsters	Priest of the Sun
monsters	Queen Cobra
monsters	Queen Dragonfly
monsters	Queen Medusa
monsters	Queen of the Dead
monsters	Raider
monsters	Rat A
monsters	Rat B
monsters	Rat C
monsters	Ratman
monsters	Raven
monsters	Reactor
monsters	Red Dragon
monsters	Regnan Arbalester
monsters	Regnan Archmage
monsters	Regnan Bandit
monsters	Regnan Battlemage
monsters	Regnan Brigadier
monsters	Regnan Crossbowman
monsters	Regnan Lieutenant
monsters	Regnan Pirate
monsters	Regnan Sorcerer
monsters	Revenant
monsters	River Troll
monsters	Robber
monsters	Robert the Wise
monsters	Roc
monsters	Rock Beast
monsters	Rogue
monsters	Rook
monsters	Rotted Corpse
monsters	Royal Griffin
monsters	Ruby Dragon
monsters	Ruffian
monsters	Salamander
monsters	Sapphire Dragon
monsters	Sapphire Ooze
monsters	Scorpicore
monsters	Sea Monster
monsters	Sea Serpent
monsters	Sea Terror
monsters	Seeker Droid
monsters	Sentinel Droid
monsters	Sentinel of VARN
monsters	Serpentman
monsters	Serpentman Elder
monsters	Serpentman Warrior
monsters	Shade
monsters	Shapeshifter
monsters	Skeletal Dragon
monsters	Skeleton
monsters	Skeleton Archer
monsters	Skeleton Bowman
monsters	Skeleton Hunter
monsters	Skeleton Knight
monsters	Skeleton Lord
monsters	Skeleton Warrior
monsters	Smoke Gog
monsters	Soldier
monsters	Soldier of Fortune
monsters	Sorcerer
monsters	Soul Sucker
monsters	Speaker for the Dead
monsters	Specter
monsters	Spider
monsters	Sprite
monsters	Stone Elemental
monsters	Stone Gargoyle
monsters	Storm Eagle
monsters	Storm Titan
monsters	Supreme Titan
monsters	Swamp Troll
monsters	Swordsman
monsters	Sylph
monsters	Tempest
monsters	Terminator Unit
monsters	Terrible Eye
monsters	Terror
monsters	Thief
monsters	Thug
monsters	Thunder Lizard
monsters	Thunderbird
monsters	Titan
monsters	Tolberti
monsters	Tree
monsters	Triton
monsters	Triton Crusader
monsters	Triton Warrior
monsters	Troglodyte Drone
monsters	Troglodyte Queen
monsters	Troglodyte Soldier
monsters	Troll Chieftain
monsters	Troll Clubman
monsters	Troll Peasant
monsters	Troll Warrior
monsters	Twister
monsters	Undead Dragon
monsters	Unicorn
monsters	Unicorn Foal
monsters	Unicorn Herd Leader
monsters	Vampire
monsters	Vampire Bat
monsters	Vampire Minion
monsters	Venemous Spider
monsters	Venomous Hydra
monsters	Veteran
monsters	Walking Dead
monsters	Warden of Fire
monsters	Warlock
monsters	Wasp Sentry
monsters	Wasp Warrior
monsters	Wasp Worker
monsters	Water Beast
monsters	Water Elemental
monsters	Water Spirit
monsters	Water Warlock
monsters	Wererat
monsters	Werewolf
monsters	Widowmaker
monsters	Wight
monsters	Will O' Wisp
monsters	Winged Serpent
monsters	Wisp
monsters	Witch Doctor
monsters	Wizard
monsters	Wolfman
monsters	Wraith
monsters	Wyrm
monsters	Wyvern
monsters	Young Basilisk
monsters	Young Behemoth
monsters	Young Couatl
monsters	Young Dragon
monsters	Young Dragon Turtle
monsters	Zombie
npcprof	Acolyte
npcprof	Alchemist
npcprof	Apothecary
npcprof	Apprentice
npcprof	Armorer
npcprof	Armorsmith
npcprof	Arms Master
npcprof	Banker
npcprof	Bard
npcprof	Barmaid
npcprof	Barrister
npcprof	Beggar
npcprof	Blacksmith
npcprof	Brekish One-Fang
npcprof	Burglar
npcprof	Captain
npcprof	Carpenter
npcprof	Cartographer
npcprof	Chaplain
npcprof	Charles Quixote
npcprof	Chef
npcprof	Child
npcprof	Chimney Sweep
npcprof	Clerk
npcprof	Cobbler
npcprof	Cook
npcprof	Cooper
npcprof	Counselor
npcprof	Diplomat
npcprof	Ditch Digger
npcprof	Dragon
npcprof	Duper
npcprof	Dyson Leland
npcprof	Enchanter
npcprof	Escaton
npcprof	Expert Healer
npcprof	Explorer
npcprof	Factor
npcprof	Fallen Wizard
npcprof	Farmer
npcprof	Follower of Baa
npcprof	Fool
npcprof	Gambler
npcprof	Gate Master
npcprof	Guard
npcprof	Guide
npcprof	Guildmaster
npcprof	Gypsy
npcprof	Healer
npcprof	Herbalist
npcprof	Horseman
npcprof	Hunter
npcprof	Initiate
npcprof	Innkeep
npcprof	Instructor
npcprof	Jester
npcprof	Laborer
npcprof	Locksmith
npcprof	Magician
npcprof	Master Healer
npcprof	Merchant
npcprof	Miller
npcprof	Missionary
npcprof	Monk
npcprof	Mystic
npcprof	Navigator
npcprof	Negotiator
npcprof	Noble
npcprof	Overdune
npcprof	Pathfinder
npcprof	Peasant
npcprof	Piper
npcprof	Pirate
npcprof	Porter
npcprof	Potter
npcprof	Prelate
npcprof	Psychic
npcprof	Quarter Master
npcprof	Rustler
npcprof	Sage
npcprof	Sailor
npcprof	Sandro
npcprof	Scholar
npcprof	Scout
npcprof	Scribe
npcprof	Serf
npcprof	Shopkeeper
npcprof	Smith
npcprof	Smuggler
npcprof	Spell Master
npcprof	Squire
npcprof	Stablemaster
npcprof	Stone Cutter
npcprof	Tailor
npcprof	Teacher
npcprof	Tinker
npcprof	Tracker
npcprof	Trader
npcprof	Trapper
npcprof	Water Master
npcprof	Weapons Master
npcprof	Weaver
npcprof	Wererat Smuggler
npcprof	Wind Master
reputation	Angelic
reputation	Average
reputation	Bad
reputation	Despicable
reputation	Glorious
reputation	Honorable
reputation	Monstrous
reputation	Neutral
reputation	Notorious
reputation	Respectable
reputation	Saintly
reputation	Vile
skilldes	Air
skilldes	Air Magic
skilldes	Alchemy
skilldes	Armsmaster
skilldes	Axe
skilldes	Blaster
skilldes	Body
skilldes	Body Building
skilldes	Body Magic
skilldes	Bodybuilding
skilldes	Bow
skilldes	Chain
skilldes	Dagger
skilldes	Dark
skilldes	Dark Elf Ability
skilldes	Dark Magic
skilldes	Diplomacy
skilldes	Disarm Trap
skilldes	Disarm Traps
skilldes	Dodging
skilldes	Dragon Ability
skilldes	Earth
skilldes	Earth Magic
skilldes	Fire
skilldes	Fire Magic
skilldes	Identify
skilldes	Identify Item
skilldes	Identify Monster
skilldes	Learning
skilldes	Leather
skilldes	Light
skilldes	Light Magic
skilldes	Mace
skilldes	Meditation
skilldes	Merchant
skilldes	Mind
skilldes	Mind Magic
skilldes	Perception
skilldes	Plate
skilldes	Regeneration
skilldes	Repair
skilldes	Repair Item
skilldes	Shield
skilldes	Spear
skilldes	Spirit
skilldes	Spirit Magic
skilldes	Staff
skilldes	Stealing
skilldes	Sword
skilldes	Thievery
skilldes	Unarmed
skilldes	Vampire Ability
skilldes	Water
skilldes	Water Magic
spcitems	Antique
spcitems	Assassins'
spcitems	Barbarians'
spcitems	Demon Slayer
spcitems	Demon Slaying
spcitems	Dragon Slayer
spcitems	Dragon Slaying
spcitems	Elemental Slaying
spcitems	Elf Slaying
spcitems	Monks'
spcitems	of Acid
spcitems	of Air Magic
spcitems	of Alarms
spcitems	of Antidotes
spcitems	of Body Magic
spcitems	of Carnage
spcitems	of Cold
spcitems	of Dark Magic
spcitems	of Darkness
spcitems	Of David
spcitems	of Doom
spcitems	of Earth
spcitems	of Earth Magic
spcitems	of Feather Falling
spcitems	of Fire
spcitems	of Fire Magic
spcitems	of Flame
spcitems	of Force
spcitems	of Freedom
spcitems	of Frost
spcitems	of Ice
spcitems	of Identifying
spcitems	of Immunity
spcitems	of Infernos
spcitems	of Life
spcitems	of Light Magic
spcitems	of Lightning
spcitems	of Mana
spcitems	of Mind Magic
spcitems	of Plenty
spcitems	of Poison
spcitems	of Power
spcitems	of Protection
spcitems	of Recovery
spcitems	of Regeneration
spcitems	of Sanity
spcitems	of Shielding
spcitems	of Sparks
spcitems	of Spirit Magic
spcitems	of Swiftness
spcitems	of The Dragon
spcitems	of The Eclipse
spcitems	of The Gods
spcitems	of The Golem
spcitems	of The Medusa
spcitems	of The Moon
spcitems	of the Ocean
spcitems	of The Phoenix
spcitems	of The Sky
spcitems	of The Stars
spcitems	of the Storm
spcitems	of The Sun
spcitems	of The Troll
spcitems	of The Unicorn
spcitems	of Thievery
spcitems	of Thunderbolts
spcitems	of Venom
spcitems	of Water Magic
spcitems	of Water Walking
spcitems	Ogre Slaying
spcitems	Rogues
spcitems	Rogues'
spcitems	Swift
spcitems	Thieves'
spcitems	Undead Slaying
spcitems	Vampiric
spcitems	Warriors
spcitems	Warriors'
spcitems	Wizards
spcitems	Wizards'
spellgroupshort	Air
spellgroupshort	Body
spellgroupshort	Cold
spellgroupshort	Dark
spellgroupshort	Earth
spellgroupshort	Electricity
spellgroupshort	Fire
spellgroupshort	Light
spellgroupshort	Mind
spellgroupshort	Spirit
spellgroupshort	Water
spells	Acid Burst
spells	Air Res
spells	Air Resist
spells	Air Resistance
spells	Armageddon
spells	Awaken
spells	Berserk
spells	Blades
spells	Bless
spells	Blind
spells	Body Res
spells	Body Resist
spells	Body Resistance
spells	Buffet
spells	Charm
spells	Cntrl Undead
spells	Cold Beam
spells	Control Undead
spells	Create Food
spells	Cure Disease
spells	Cure Insane
spells	Cure Insanity
spells	Cure Paralysis
spells	Cure Plyze
spells	Cure Poison
spells	Cure Weak
spells	Cure Weakness
spells	Cure Wound
spells	Cure Wounds
spells	Dark Contain
spells	Dark Containment
spells	Dark Grasp
spells	Darkfire
spells	Darkfire Bolt
spells	Day -o- Gods
spells	Day of Prot
spells	Day of Protection
spells	Day of the Gods
spells	Deadly Swarm
spells	Death Blossom
spells	Death Blsm
spells	Dest Undead
spells	Destroy Undead
spells	Detect Life
spells	Dispel Magic
spells	Divine Inter
spells	Divine Intervention
spells	Drag Breath
spells	Dragon Breath
spells	Earth Res
spells	Earth Resist
spells	Earth Resistance
spells	Enchant Item
spells	Enslave
spells	Fate
spells	Fear
spells	Feather Fall
spells	Feeblemind
spells	Finger Death
spells	Finger of Death
spells	Fire Aura
spells	Fire Blast
spells	Fire Bolt
spells	Fire Res
spells	Fire Resistance
spells	Fire Spike
spells	Fireball
spells	First Aid
spells	Flame Arrow
spells	Flame Blast
spells	Flight
spells	Fly
spells	Flying Fist
spells	Glamour
spells	Gldn Touch
spells	Golden Touch
spells	Guard Angel
spells	Guardian Angel
spells	Hammerhand
spells	Hammerhands
spells	Harm
spells	Haste
spells	Heal
spells	Healing
spells	Healing Touch
spells	Heroism
spells	Hour of Power
spells	Hour Power
spells	Ice Blast
spells	Ice Bolt
spells	Immolation
spells	Implosion
spells	Incinerate
spells	Inferno
spells	Invisibility
spells	Jump
spells	Levitate
spells	Lifedrain
spells	Light Bolt
spells	Lightning
spells	Lightning Bolt
spells	Lloyd's
spells	Lloyd's Beacon
spells	Lucky Day
spells	Magic Arrow
spells	Mass Curse
spells	Mass Distort
spells	Mass Distortion
spells	Mass Fear
spells	Meditation
spells	Meteor Shower
spells	Meteor Shwr
spells	Mind Blast
spells	Mind Res
spells	Mind Resist
spells	Mind Resistance
spells	Mistform
spells	Moon Ray
spells	Pain Reflect
spells	Pain Reflection
spells	Paralyze
spells	Poison Spr
spells	Poison Spray
spells	Power
spells	Power Cure
spells	Precision
spells	Preservation
spells	Pris Light
spells	Prismatic Light
spells	Prot Cold
spells	Prot Elec
spells	Prot Fire
spells	Prot Magic
spells	Prot Poison
spells	Protection from Cold
spells	Protection from Electricity
spells	Protection from Fire
spells	Protection from Magic
spells	Protection from Poison
spells	Psy - Shock
spells	Psychic Shock
spells	Raise Dead
spells	Reanimate
spells	Recharge
spells	Recharge Item
spells	Regeneration
spells	Remove Curse
spells	Remove Fear
spells	Resurrection
spells	Ring of Fire
spells	Rmv. Curse
spells	Rock Blast
spells	Sacrifice
spells	Shared Life
spells	Shield
spells	Shrapmetal
spells	Shrink Ray
spells	Shrinking Ray
spells	Slow
spells	Souldrinker
spells	Sparks
spells	Speed
spells	Spirit Arrow
spells	Spirit Lash
spells	Starburst
spells	Static Charge
spells	Static Chrg
spells	Stone - Flesh
spells	Stone Skin
spells	Stone to Flesh
spells	Stoneskin
spells	Stun
spells	Summon
spells	Summon Elemental
spells	Summon Wisp
spells	Sun Ray
spells	Sunray
spells	Swarm
spells	Telekinesis
spells	Telepathy
spells	Torch Light
spells	Town Portal
spells	Toxic Cloud
spells	Travel Boon
spells	Travelers' Boon
spells	Turn - Stone
